exp_name,hardware_profile,model,dataset_size,train_size,test_size,val_size,feature_num,complexity,hyperparameters,seed,data_time_span,train_time,peak_ram,avg_ram,model_size,effective_epochs,rmse,mae,inference_time,inference_batch_size,resource_efficiency
mlp_ds10000_s999_64x32_d0.3_b32_063,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,10000,7200,2000,800,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",3.969006,444.3014,444.2288,0.01014328,33,55.6274,40.6803,0.0002,2000,3044.389017
mlp_ds10000_s999_64x32_d0.3_b256_064,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,10000,7200,2000,800,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",5.96646,457.8597,457.7502,0.01009369,131,61.6141,45.3173,0.0003,2000,2595.260448
mlp_ds10000_s999_128x64_d0.0_b32_065,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,10000,7200,2000,800,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.0, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",6.42986,414.7389,414.6663,0.03413963,54,43.2629,31.6421,0.0004,2000,3656.980596
mlp_ds10000_s999_128x64_d0.0_b256_066,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,10000,7200,2000,800,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.0, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",8.7659,431.3288,431.2191,0.03418827,200,44.4771,32.8417,0.0004,2000,3418.4163
mlp_ds10000_s999_128x64_d0.3_b32_067,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,10000,7200,2000,800,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",4.203038,415.6607,415.5882,0.03373528,32,48.0006,34.443,0.0004,2000,3172.975573
mlp_ds10000_s999_128x64_d0.3_b256_068,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,10000,7200,2000,800,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",7.138939,404.1728,404.0629,0.03349686,145,49.6271,35.4717,0.0004,2000,3349.358373
mlp_ds10000_s999_256x128x64_d0.0_b32_069,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,10000,7200,2000,800,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.0, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",3.441661,403.8981,403.824,0.15427113,23,58.8029,46.2374,0.0009,2000,2036.636035
mlp_ds10000_s999_256x128x64_d0.0_b256_070,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,10000,7200,2000,800,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.0, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",10.156092,423.9568,423.8456,0.15443897,200,40.5399,29.3814,0.0008,2000,2948.394426
mlp_ds10000_s999_256x128x64_d0.3_b32_071,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,10000,7200,2000,800,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",4.38781,442.1325,442.0584,0.15334797,26,55.3813,43.4909,0.0009,2000,1953.953704
mlp_ds10000_s999_256x128x64_d0.3_b256_072,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,10000,7200,2000,800,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",4.078556,447.44,447.3294,0.15324497,66,48.0049,35.4078,0.0009,2000,2308.537742
mlp_ds100000_s42_64x32_d0.0_b32_073,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.0, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",230.346465,483.4262,483.3537,0.01021385,200,37.803,27.7867,0.0045,20000,922.188501
mlp_ds100000_s42_64x32_d0.0_b256_074,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.0, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",79.51407,355.3432,355.2341,0.01013279,187,38.6074,28.3913,0.0021,20000,2112.036265
mlp_ds100000_s42_64x32_d0.3_b32_075,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.3, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",26.373515,371.77,371.6975,0.01002312,21,44.2513,31.9314,0.0021,20000,1784.45978
mlp_ds100000_s42_64x32_d0.3_b256_076,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.3, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",14.603986,389.2484,389.1398,0.01010036,32,47.4076,34.9705,0.0035,20000,1079.445533
mlp_ds100000_s42_128x64_d0.0_b32_077,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.0, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",243.004523,403.5674,403.4946,0.03453064,200,41.1922,30.7691,0.01,20000,497.705586
mlp_ds100000_s42_128x64_d0.0_b256_078,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.0, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",87.862153,372.7182,372.6091,0.0342989,200,40.3203,30.1164,0.0055,20000,921.940615
mlp_ds100000_s42_128x64_d0.3_b32_079,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.3, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",20.704687,425.7387,425.6662,0.03367805,16,41.1511,29.5662,0.0042,20000,1000.465127
mlp_ds100000_s42_128x64_d0.3_b256_080,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.3, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",16.027986,421.9352,421.827,0.03337765,32,41.9502,30.1304,0.0042,20000,994.203965
mlp_ds100000_s42_256x128x64_d0.0_b32_081,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.0, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",9.014439,405.4116,405.3386,0.15466785,6,49.4481,39.0694,0.0144,20000,294.138558
mlp_ds100000_s42_256x128x64_d0.0_b256_082,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.0, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",100.226957,497.1594,497.0485,0.15466785,200,37.673,27.8425,0.015,20000,310.285492
mlp_ds100000_s42_256x128x64_d0.3_b32_083,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.3, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",20.801506,504.1798,504.1055,0.15407085,12,43.733,32.8567,0.0164,20000,242.56363
mlp_ds100000_s42_256x128x64_d0.3_b256_084,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.3, 'lr': 0.001}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",10.480945,470.44,470.3294,0.15297127,17,48.0608,37.0957,0.0151,20000,253.189243
mlp_ds100000_s123_64x32_d0.0_b32_085,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.0, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",237.549441,503.4893,503.4165,0.010252,200,40.0068,29.8554,0.0039,20000,933.530969
mlp_ds100000_s123_64x32_d0.0_b256_086,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.0, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",85.602233,355.2494,355.1403,0.01015568,200,39.1503,29.0326,0.0032,20000,1543.195606
mlp_ds100000_s123_64x32_d0.3_b32_087,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.3, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",13.385208,347.3317,347.2596,0.01014996,11,46.8752,34.5215,0.0018,20000,1931.460559
mlp_ds100000_s123_64x32_d0.3_b256_088,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.3, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",14.969896,386.6077,386.4992,0.01010609,32,47.1617,34.8231,0.0022,20000,1530.136613
mlp_ds100000_s123_128x64_d0.0_b32_089,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.0, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",240.694869,387.3174,387.2446,0.03442097,200,39.8866,29.7452,0.0058,20000,865.377123
mlp_ds100000_s123_128x64_d0.0_b256_090,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.0, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",90.098641,390.7807,390.6716,0.03422165,200,38.8517,28.8893,0.005,20000,1000.222258
mlp_ds100000_s123_128x64_d0.3_b32_091,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.3, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",18.075197,420.2697,420.1974,0.03385353,14,44.4372,32.3863,0.0041,20000,953.708291
mlp_ds100000_s123_128x64_d0.3_b256_092,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.3, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",13.663331,401.9827,401.8742,0.03372288,28,43.0388,30.6702,0.0037,20000,1124.909779
mlp_ds100000_s123_256x128x64_d0.0_b32_093,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.0, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",33.555431,440.836,440.7618,0.15554142,22,43.5342,33.9207,0.0163,20000,276.360028
mlp_ds100000_s123_256x128x64_d0.0_b256_094,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.0, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",98.81768,453.5969,453.486,0.15492439,200,37.3685,27.4947,0.0189,20000,273.450233
mlp_ds100000_s123_256x128x64_d0.3_b32_095,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.3, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",27.441058,507.1948,507.1208,0.15446281,16,40.7666,29.9116,0.0152,20000,277.021599
mlp_ds100000_s123_256x128x64_d0.3_b256_096,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.3, 'lr': 0.001}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",17.669156,457.8462,457.7356,0.15314484,29,42.4033,31.6908,0.0097,20000,444.281358
mlp_ds100000_s999_64x32_d0.0_b32_097,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.0, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",189.477321,547.943,547.8699,0.01019764,163,37.5987,27.7152,0.0032,20000,1091.143909
mlp_ds100000_s999_64x32_d0.0_b256_098,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.0, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",83.778204,367.9994,367.8903,0.0100832,200,37.5525,27.777,0.0019,20000,2210.925643
mlp_ds100000_s999_64x32_d0.3_b32_099,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",27.201041,375.7075,375.635,0.01003075,22,46.8498,34.6876,0.002,20000,1687.923764
mlp_ds100000_s999_64x32_d0.3_b256_100,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,low,"{'input_dim': 6, 'hidden_layers': [64, 32], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",14.562487,340.2946,340.1864,0.01010799,32,47.5264,35.075,0.0019,20000,1899.819648
mlp_ds100000_s999_128x64_d0.0_b32_101,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.0, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",237.309558,369.9737,369.9009,0.03447247,200,40.118,29.8464,0.0122,20000,457.520083
mlp_ds100000_s999_128x64_d0.0_b256_102,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.0, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",89.010338,382.1244,382.0153,0.03425884,200,39.7086,29.4282,0.0095,20000,565.12125
mlp_ds100000_s999_128x64_d0.3_b32_103,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",32.142812,400.1762,400.1037,0.03375244,25,43.7786,31.3057,0.0036,20000,1132.424959
mlp_ds100000_s999_128x64_d0.3_b256_104,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,medium,"{'input_dim': 6, 'hidden_layers': [128, 64], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",14.896178,404.451,404.3427,0.0334568,31,42.6703,31.1602,0.0044,20000,973.729113
mlp_ds100000_s999_256x128x64_d0.0_b32_105,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.0, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",33.618623,412.4298,412.3555,0.15546322,21,43.4771,33.5567,0.0179,20000,268.089233
mlp_ds100000_s999_256x128x64_d0.0_b256_106,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.0, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",102.770074,468.0032,467.8922,0.15515327,200,37.3815,27.549,0.0243,20000,208.40005
mlp_ds100000_s999_256x128x64_d0.3_b32_107,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",53.837517,441.4604,441.3865,0.15497494,31,41.5789,31.533,0.0192,20000,247.410423
mlp_ds100000_s999_256x128x64_d0.3_b256_108,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",mlp,100000,72000,20000,8000,6,high,"{'input_dim': 6, 'hidden_layers': [256, 128, 64], 'dropout': 0.3, 'lr': 0.001}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",13.587068,386.315,386.2044,0.15295029,22,46.2438,35.2119,0.0146,20000,323.890887
rf_ds1000_s42_n50_d10_001,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.114781,470.1922,470.1196,0.50738907,1,37.0855,29.0432,0.0014,200,2222.038108
rf_ds1000_s42_n50_d50_002,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 50, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.11452,485.7281,485.6765,0.78209686,1,38.6879,29.5591,0.0015,200,1960.135702
rf_ds1000_s42_n50_dunlimit_003,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 50, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.11348,498.3997,498.3483,0.78188324,1,38.6879,29.5591,0.0016,200,1875.297091
rf_ds1000_s42_n100_d10_004,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.214925,513.7205,513.6571,1.0173769,1,36.8452,28.8648,0.0027,200,1332.85805
