exp_name,hardware_profile,model,dataset_size,train_size,test_size,val_size,feature_num,complexity,hyperparameters,seed,data_time_span,train_time,peak_ram,avg_ram,model_size,effective_epochs,rmse,mae,inference_time,inference_batch_size,resource_efficiency
rf_ds1000_s42_n100_d50_005,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.222435,530.4746,530.4092,1.56363869,1,37.1273,28.8225,0.003,200,1189.795641
rf_ds1000_s42_n100_dunlimit_006,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 100, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.247958,544.5016,544.4383,1.56321049,1,37.1273,28.8225,0.0032,200,1093.236794
rf_ds1000_s123_n50_d10_007,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.111378,558.4303,558.3792,0.50777245,1,37.6559,29.2469,0.0014,200,1878.208363
rf_ds1000_s123_n50_d50_008,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 50, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.111991,573.3849,573.3331,0.7873106,1,38.3334,29.7902,0.0015,200,1701.270823
rf_ds1000_s123_n50_dunlimit_009,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 50, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.111332,587.5553,587.5042,0.78710365,1,38.3334,29.7902,0.0015,200,1666.05715
rf_ds1000_s123_n100_d10_010,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.216344,599.2987,599.2353,1.00859928,1,38.2439,29.4507,0.0026,200,1133.258959
rf_ds1000_s123_n100_d50_011,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.242492,614.2058,614.142,1.56879711,1,37.935,29.5246,0.003,200,1017.749411
rf_ds1000_s123_n100_dunlimit_012,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 100, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.228451,627.5018,627.4384,1.56840706,1,37.935,29.5246,0.0032,200,949.210427
rf_ds1000_s999_n50_d10_013,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.122833,597.1959,597.1448,0.50876522,1,36.1988,28.263,0.0023,200,1329.255295
rf_ds1000_s999_n50_d50_014,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 50, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.114003,536.931,536.8796,0.77935028,1,36.8596,28.3492,0.0015,200,1882.530601
rf_ds1000_s999_n50_dunlimit_015,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 50, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.114653,491.3426,491.2885,0.77915478,1,36.8596,28.3492,0.0015,200,2040.908331
rf_ds1000_s999_n100_d10_016,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.226409,506.4704,506.4071,1.0029192,1,36.5129,28.7682,0.0026,200,1380.486577
rf_ds1000_s999_n100_d50_017,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.232792,505.7204,505.6571,1.56292534,1,36.7001,28.5202,0.0031,200,1226.690232
rf_ds1000_s999_n100_dunlimit_018,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,1000,800,200,0,6,high,"{'n_estimators': 100, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-01-12 10:00:00']",0.222207,517.0016,516.9383,1.56246853,1,36.7001,28.5202,0.003,200,1236.031376
rf_ds10000_s42_n50_d10_019,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.227563,530.7954,530.5383,1.30681992,1,58.4514,40.1644,0.006,2000,432.936196
rf_ds10000_s42_n50_d50_020,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 50, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.317077,540.2017,539.9446,6.96493626,1,53.7731,37.7694,0.0121,2000,246.58985
rf_ds10000_s42_n50_dunlimit_021,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 50, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.353742,576.0298,575.7727,6.96486187,1,53.7731,37.7694,0.0119,2000,234.984212
rf_ds10000_s42_n100_d10_022,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.469487,532.4448,532.1755,2.63183594,1,58.523,40.1689,0.0117,2000,236.9194
rf_ds10000_s42_n100_d50_023,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.648276,523.5542,523.2849,13.93438721,1,54.1941,37.9099,0.0244,2000,129.36114
rf_ds10000_s42_n100_dunlimit_024,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 100, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.653759,556.1323,555.863,13.93427563,1,54.1941,37.9099,0.0235,2000,126.835459
rf_ds10000_s123_n50_d10_025,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.221449,514.1392,513.8821,1.32655239,1,59.3246,40.6609,0.0059,2000,444.033894
rf_ds10000_s123_n50_d50_026,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 50, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.313887,528.1392,527.8821,6.96991158,1,55.7837,38.8521,0.0112,2000,258.822305
rf_ds10000_s123_n50_dunlimit_027,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 50, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.312933,552.0923,551.8352,6.96987534,1,55.7837,38.8521,0.0112,2000,248.570226
rf_ds10000_s123_n100_d10_028,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.438591,554.6793,554.4099,2.65839577,1,57.9073,39.7099,0.0115,2000,232.800628
rf_ds10000_s123_n100_d50_029,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.622047,569.6168,569.3474,13.94695187,1,56.6862,39.2271,0.0233,2000,119.71002
rf_ds10000_s123_n100_dunlimit_030,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 100, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.619336,608.5386,608.2693,13.94684982,1,56.6862,39.2271,0.0224,2000,116.913606
rf_ds10000_s999_n50_d10_031,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.219113,631.7173,631.4602,1.34196568,1,57.198,39.6611,0.0059,2000,380.091556
rf_ds10000_s999_n50_d50_032,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 50, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.30588,641.6079,641.3508,6.99382019,1,57.7463,40.0,0.011,2000,213.492196
rf_ds10000_s999_n50_dunlimit_033,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 50, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.308098,616.3267,616.0696,6.99370766,1,57.7463,40.0,0.0111,2000,218.982331
rf_ds10000_s999_n100_d10_034,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.446408,637.1011,636.8318,2.67178822,1,57.9426,40.0447,0.0115,2000,206.214605
rf_ds10000_s999_n100_d50_035,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.616752,650.8511,650.5818,13.96546936,1,55.9655,38.899,0.023,2000,108.688442
rf_ds10000_s999_n100_dunlimit_036,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,10000,8000,2000,0,6,high,"{'n_estimators': 100, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2011-04-16 04:00:00']",0.709708,709.6636,709.3943,13.96517277,1,55.9655,38.899,0.0342,2000,68.326961
rf_ds100000_s42_n50_d10_037,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",1.393302,635.134,632.817,2.23174572,1,34.9451,25.8408,0.0484,20000,86.458665
rf_ds100000_s42_n50_d50_038,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 50, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",2.701745,584.0715,581.7545,67.99413586,1,34.6138,25.3791,0.2094,20000,22.13062
rf_ds100000_s42_n50_dunlimit_039,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 50, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",2.695396,841.0247,838.7076,67.99410439,1,34.6138,25.3791,0.1979,20000,16.671052
rf_ds100000_s42_n100_d10_040,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",2.854662,910.4397,908.1105,4.4742651,1,34.9367,25.8199,0.0982,20000,30.740058
rf_ds100000_s42_n100_d50_041,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",5.317928,612.6585,610.3292,136.00666809,1,34.4109,25.206,0.4401,20000,10.162515
rf_ds100000_s42_n100_dunlimit_042,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 100, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 42}",42,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",5.497036,973.1428,970.8136,136.0066452,1,34.4109,25.206,0.4033,20000,7.186301
rf_ds100000_s123_n50_d10_043,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",1.369457,1226.3372,1224.0201,2.24818993,1,34.9375,25.8212,0.0473,20000,47.465017
rf_ds100000_s123_n50_d50_044,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 50, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",2.661046,1243.634,1241.317,67.99017239,1,34.5599,25.3643,0.1881,20000,12.103781
rf_ds100000_s123_n50_dunlimit_045,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 50, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",2.90113,1309.6497,1307.3326,67.99010849,1,34.5599,25.3643,0.2046,20000,10.590943
rf_ds100000_s123_n100_d10_046,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",2.732913,642.721,640.3918,4.49164486,1,34.8459,25.7555,0.0951,20000,44.071773
rf_ds100000_s123_n100_d50_047,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",5.354737,634.0335,631.7043,136.01502228,1,34.349,25.214,0.4833,20000,8.98408
rf_ds100000_s123_n100_dunlimit_048,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 100, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 123}",123,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",5.473931,894.2054,891.8761,136.0148468,1,34.349,25.214,0.4074,20000,7.721451
rf_ds100000_s999_n50_d10_049,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",1.363461,1005.2903,1002.9733,2.23540306,1,35.0917,25.948,0.0494,20000,54.829561
rf_ds100000_s999_n50_d50_050,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 50, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",2.878073,948.8215,946.5045,68.13003635,1,34.6421,25.4132,0.2137,20000,13.76678
rf_ds100000_s999_n50_dunlimit_051,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 50, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",2.619739,783.1184,780.8014,68.1298418,1,34.6421,25.4132,0.189,20000,18.645354
rf_ds100000_s999_n100_d10_052,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",2.704965,817.9085,815.5792,4.46428871,1,35.0016,25.8584,0.0945,20000,35.242417
rf_ds100000_s999_n100_d50_053,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",5.417681,827.9866,825.6574,136.27692986,1,34.3944,25.229,0.4111,20000,8.216439
rf_ds100000_s999_n100_dunlimit_054,"{""cpu"": ""arm"", ""ram_gb"": 16.0, ""gpu"": false}",rf,100000,80000,20000,0,6,high,"{'n_estimators': 100, 'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_seed': 999}",999,"['2011-01-02 00:15:00', '2013-11-08 18:30:00']",5.308492,953.7522,951.423,136.27675152,1,34.3944,25.229,0.3856,20000,7.663445
